,uid,iid,rating,ts
6335,849,1307,2,879896862
74961,583,1037,3,880015210
39481,987,964,4,882767698
31555,563,1446,3,881370470
42798,345,742,3,887797163
18948,765,1509,4,890023141
68776,296,1207,4,891765360
44634,302,1215,4,886735643
19039,829,1438,4,891402811
20809,980,1277,2,880037483
4347,940,1202,5,883694736
42567,494,898,4,885504124
31251,713,1387,4,888545340
67522,701,632,3,878245770
66414,359,1362,3,879738128
50203,550,761,4,882744973
73240,67,954,4,875222932
22748,942,599,5,890789543
2800,849,1038,4,879893224
4699,969,1202,4,881916281
71155,447,1619,3,880316902
14042,985,1699,1,879823805
40730,595,1663,1,885916554
85286,190,819,4,880263520
17543,701,1411,3,878245493
8817,776,656,3,888472523
58409,345,1467,3,887979707
62119,202,1441,5,875663736
50463,386,1553,5,879832502
9789,703,1505,1,875608223
42992,376,1412,4,880160092
20512,957,1409,3,884324165
23721,570,1436,2,877593498
24329,958,1575,4,881473632
28112,513,1505,4,883815077
51073,289,968,4,880362665
35465,599,1465,1,891400644
62115,113,1519,5,881746210
39471,473,1607,4,879824248
16182,754,1524,4,885289783
82051,134,818,2,891589335
54092,194,1579,4,882754086
72763,366,1109,4,876097705
41991,465,1479,3,879986870
78800,205,1577,4,880926617
33356,464,1511,5,882728313
80065,215,952,3,879806875
75303,766,1333,4,892703146
70414,657,1687,5,876771064
7132,712,1400,5,886740325
47787,512,1493,3,891663112
48577,388,1096,4,875693426
23651,910,505,5,891752959
25364,761,1510,1,889546786
51992,550,1098,4,882741702
67362,276,1414,1,884126438
34062,819,360,1,879330410
42997,337,775,3,889861239
23801,472,1215,2,886470042
40700,703,950,5,889011515
52995,249,1519,5,889500567
6911,690,1443,5,879804746
13952,952,1414,3,879802351
34098,697,1225,4,879835325
69642,291,1486,1,880215092
30582,712,1432,4,886740982
49229,370,1582,4,886035045
16128,961,1400,3,891768450
41305,786,1118,3,891912406
72048,685,1696,4,880189235
84419,166,1416,4,891230638
15152,607,485,3,890099899
51407,344,1431,3,892686513
74837,558,530,4,883757079
64651,185,1116,3,879064525
37430,464,1485,4,882728700
79658,501,1372,5,883364466
13920,658,725,2,875686679
28063,474,825,3,886050434
10686,770,1424,5,880853743
57734,608,1387,5,891405555
53117,680,1528,4,885117397
39470,457,1229,3,876026033
13355,720,1631,4,892068412
32148,434,1623,4,882019353
54227,936,1514,4,890105861
18449,558,1470,3,883758636
47424,331,1273,4,892918307
32491,494,1358,3,889216474
7730,841,1597,1,880925774
3542,978,1017,1,879254477
58023,293,1545,3,886656768
43795,731,1051,2,891816390
47825,253,1421,4,889100741
39655,452,675,4,891411448
14779,842,1170,4,880502502
47851,729,1196,3,886217195
12433,750,1072,4,878458284
58587,348,1412,2,882935060
43161,917,1307,5,888033593
29636,987,1149,1,882765254
16198,766,1049,4,892446655
11887,728,1217,5,879823045
49901,204,1282,4,893587103
45512,707,1132,4,889274659
26148,707,452,2,889275697
62694,982,1484,4,880497697
32925,521,1603,3,879829821
42864,455,1517,4,880267295
54554,220,1190,4,891732074
35809,856,1630,4,888473757
45389,622,1446,1,880686328
84514,146,1686,4,883180395
15590,995,1265,4,876004203
21311,626,1556,5,880762886
11229,689,1500,4,884733888
52278,599,808,1,891400037
22046,635,280,2,891671624
67977,196,1466,4,879811032
23154,492,1505,3,884135735
19309,516,1630,5,891563206
57853,465,1208,4,879986912
54449,156,1297,3,877755995
44493,673,1037,4,888187752
80275,115,1177,3,886081527
52490,258,688,4,881703698
57202,252,1450,5,879822553
75569,746,1243,2,886839101
25313,565,1362,2,887877476
83029,149,1373,4,891172841
55152,754,1130,1,885291762
79126,237,1476,5,879287323
45752,476,1496,3,885003528
11893,692,1223,4,888107427
26321,543,1566,5,882765002
64493,175,1407,3,881299975
10143,702,1503,4,884551406
65776,194,1472,4,882757400
80723,81,1478,3,875657153
11348,736,1017,2,886489981
32553,928,1295,3,880404516
12376,672,1344,3,885415933
43132,301,940,3,879515409
24642,884,1497,5,876822085
21542,563,1183,4,880509097
37447,657,1632,1,876775048
17600,926,1346,3,888701364
51894,430,1442,3,881630359
53300,263,1573,5,884683345
78199,251,1271,4,879215631
39023,543,1673,4,882917653
68228,751,1650,4,879939865
36735,595,475,1,885915346
14766,595,671,1,885915905
57976,706,1162,5,889609732
30687,697,1027,4,879836420
80026,542,1501,4,886764310
76857,176,711,2,877389291
35845,906,1646,4,892090602
5436,957,707,3,876343381
5541,793,1550,3,878215320
57072,548,1568,2,875928425
21955,986,1381,1,884850854
14203,849,1547,3,879892496
8915,876,1604,4,890768034
8937,999,1436,2,875439883
11367,637,1035,2,891867134
79943,81,1377,4,875656532
51985,446,1295,4,876918824
29616,840,767,3,877135791
27590,930,554,3,884519746
57687,550,1201,5,882740348
53121,511,1347,4,891817725
23320,553,1583,4,879222800
41236,345,1492,3,889181442
49391,834,1387,5,886765648
45832,608,1397,4,891405607
18524,776,1144,1,888472112
46253,357,1181,4,891815833
4998,984,1008,4,878087328
71487,251,1536,3,879217036
17777,909,1180,4,891807584
57273,156,1073,3,877756210
71495,335,1699,4,884658661
68433,513,734,5,883898732
33227,664,937,3,878125060
55026,987,1503,4,881883409
55814,513,1112,5,883814895
9499,799,1544,4,884480000
81640,399,766,1,876716455
44054,609,1487,4,877767026
61243,613,1223,1,886848903
48737,234,1618,3,891677728
13862,564,1539,4,888140067
53603,395,1414,4,879733271
70705,593,1209,4,875918498
59075,136,808,3,888054667
30384,575,1553,3,879106813
37731,501,1428,5,885965850
19115,627,622,3,877473621
84270,267,750,4,879903813
3966,709,447,3,875203114
42136,534,1442,4,890652822
61803,536,1436,4,878723056
3411,770,1575,5,880853260
3894,721,1288,3,875665878
11834,728,1343,5,879822896
12990,691,1458,4,877738489
43503,467,1685,4,879560811
46841,842,1671,3,880502777
63019,132,1277,2,877475543
84732,213,952,4,889347776
44041,307,1631,3,875850506
56337,819,1478,4,879331089
14813,822,1004,4,883193039
49228,240,977,2,876037181
50442,400,1516,3,888819920
68549,744,1604,5,882532614
31138,439,1187,3,886175515
31019,763,1211,4,879744551
58700,376,1443,3,880161439
65866,138,1595,3,879671516
1228,886,1431,4,881624260
61462,547,1346,4,888570093
37235,653,770,2,882021510
61553,835,1513,3,879894216
24693,563,1603,3,880509456
63628,459,1295,3,884239865
7927,663,1329,4,875604361
7304,993,1250,4,892500595
40261,989,962,3,892273494
83481,500,1146,3,884245332
46749,413,1384,4,893239162
44273,471,1390,4,882903166
55064,218,828,2,891866683
5853,811,1195,5,893633409
62345,214,829,1,883210932
30122,969,1381,4,881915958
5313,663,1594,2,875552852
31381,987,1693,2,882764960
56415,133,1504,3,880447213
56689,764,1045,3,890484840
28307,611,1173,3,880455038
12834,994,1452,3,883967151
7731,908,1132,3,876022760
31008,501,1498,4,885967131
82574,560,1442,4,891915807
51692,457,1124,4,877914476
5545,876,1543,2,890656106
78592,196,561,3,879814315
39032,550,259,3,882766110
41588,303,1402,4,882990110
26462,521,1650,4,879828330
17664,584,1498,4,877067504
61794,179,1466,5,875161744
11995,677,1452,3,879107689
84330,870,1442,4,875321696
37135,464,1648,3,882728357
74654,273,1460,3,884077777
6039,635,792,3,891671808
78448,352,1605,3,884736541
61925,196,1377,4,879808935
57487,993,1691,5,891719602
61657,692,1228,2,888107506
79828,885,1482,3,881539793
7567,941,1089,3,888572479
84733,281,1232,3,879729193
17567,685,1239,4,880167627
8480,724,1398,5,877952255
26459,941,959,4,888571345
35338,595,1353,4,885912805
11626,657,1544,4,876774027
51194,341,1518,4,891700214
77211,463,1040,3,886399319
61422,485,1353,3,888026774
26648,890,1659,4,887357569
4436,942,1454,5,884672762
27868,603,1544,5,885718551
21206,728,1602,4,879822967
74500,304,1576,5,886772787
19465,571,1507,4,882753437
83083,195,1289,2,882073520
50056,269,1506,3,886551851
71941,955,1416,4,881382300
76571,296,1069,3,891765536
58171,688,1548,2,892066655
70016,225,1010,3,891401192
11641,982,1699,5,880498972
48709,439,1483,3,886179028
21317,679,1489,4,879808279
53918,819,585,1,879330944
20612,849,1172,5,879893019
78197,117,904,3,892064952
11232,801,1295,2,884151175
55737,214,1460,1,883210932
81674,542,1424,5,886762640
19453,836,1442,5,889769391
37610,407,672,3,876028066
81156,290,1490,4,882432453
60773,251,954,5,879216934
9165,933,1693,5,875747964
66291,666,1563,2,891913123
50969,865,1230,4,880226101
57060,165,1484,4,891401730
67023,218,540,2,891868320
10017,721,429,4,876028169
69091,120,1151,4,880611400
19106,673,1690,4,888112602
71006,726,649,4,879313933
78569,67,1532,3,875222039
67976,383,1028,3,884157707
56612,204,1319,3,893415378
75190,239,1577,3,876558330
81423,688,1531,5,892067063
42213,732,1460,2,876110511
81811,104,958,1,887527634
34358,770,1007,2,880853764
55739,588,1489,4,880085347
78699,120,1651,3,880543028
42780,819,605,1,879331125
62839,289,1684,5,886399176
63306,140,1547,4,886359135
57125,607,1204,5,888114289
28769,816,1049,3,890276632
58044,463,1427,3,886397897
67328,130,1456,3,875419213
74174,212,971,4,881238222
66893,177,1623,4,878807128
62098,379,1606,2,875331251
2070,803,1519,5,891778063
15761,584,759,3,877068116
34055,509,800,5,891557931
32765,425,1527,5,878516428
4675,929,1478,3,877687545
61040,106,1445,3,880265006
6802,778,1693,5,877931338
25637,995,1532,3,876004861
82070,421,1373,3,881319664
66300,253,1521,5,889007950
958,800,1291,2,884495601
85585,470,1425,5,890995566
48140,593,1465,4,875412701
11762,615,1211,5,884999954
34047,714,1272,5,877900473
41413,583,754,4,881318494
65126,611,532,3,880456887
4205,654,1378,3,886641711
4604,720,1647,5,892070714
17011,633,1500,4,877058132
83146,799,1003,4,884508285
20427,642,837,5,891637836
4690,692,1522,4,888105889
25792,733,1292,5,879342953
692,832,1445,1,884655730
55088,695,1534,4,886690889
35947,468,1042,5,893487505
53431,550,1045,4,882745823
37378,394,1435,4,881292833
65082,138,583,4,879671838
29501,584,1297,5,893580900
45008,335,952,4,884658246
10720,605,1385,5,886849045
60885,632,1573,4,890151848
60620,251,1604,5,879215668
79550,129,1400,4,888561141
35949,686,1644,1,878255738
60527,110,1360,4,882770351
41959,513,958,5,883810223
31779,717,880,4,879666074
1876,819,813,1,879330175
36234,550,275,4,882839907
12353,591,1499,1,881477189
6742,823,1297,5,880499371
83593,296,1544,3,891765989
46647,547,427,2,877929428
69236,607,169,4,890099964
32125,730,1456,3,877322174
37507,848,400,4,886903997
46770,242,1573,5,881040807
1108,823,1576,3,880499051
40278,826,1077,3,886883702
33920,392,911,3,880774141
12164,672,1621,4,885415364
63344,288,1140,3,875098431
82644,355,1650,4,892422994
83532,197,1360,5,880423258
65898,684,984,5,881222051
74890,668,1527,5,888728262
85587,583,1559,3,880016680
22506,512,1546,3,891662144
69070,954,1368,4,883979652
20555,778,1322,1,881428163
60682,106,1398,4,880264211
22101,872,1478,3,880335419
46624,806,963,4,879921173
68841,97,599,4,891401998
85608,358,275,2,885974194
25005,906,1191,5,886241329
38491,510,1693,3,875795909
301,938,1257,3,879743250
8168,915,1382,4,879821854
82061,995,1595,3,876003613
40811,323,1463,4,889767572
52295,435,304,5,891405503
5583,730,686,4,877322232
61758,169,1372,3,891722170
35167,909,1669,5,891807045
7040,911,1006,5,879828197
31426,749,1295,3,886640717
68734,248,818,4,891576016
74490,285,1604,4,876331708
15481,987,872,1,882767388
83557,99,768,4,877495191
21266,699,1460,4,882442664
76916,157,1543,2,879816369
18247,686,1422,5,878255058
935,778,622,2,878551619
46936,686,910,4,878257868
32249,392,1550,3,880774469
33701,548,776,5,886185086
21758,676,1425,4,880943701
38407,352,1497,1,885164741
66007,724,1228,3,875155279
5819,737,1455,4,891665587
83729,95,1229,4,885352122
41283,329,1467,4,883915521
10629,918,1480,2,879137010
12384,951,822,2,888433995
38981,687,965,3,891382819
84164,114,1512,4,876399535
35767,350,1070,5,891739231
79808,251,1277,4,879215815
27983,575,1110,3,879106115
8071,898,1602,4,889171109
60461,273,1461,4,884079619
83047,962,1267,5,892801941
73070,329,851,3,884404220
26571,514,1415,5,880242652
49689,526,908,4,888294743
6087,674,1088,2,880243253
26356,731,512,1,891820027
4870,654,1667,5,875629923
58078,253,1142,4,889008216
1439,999,1555,2,875441237
19801,513,1420,5,883813030
77070,132,1483,2,877478065
4197,791,1351,2,883957716
58115,994,1203,4,883969258
9408,621,1610,2,881108385
59541,111,1642,3,880546300
56534,881,1441,4,886543741
5386,987,1468,3,891073169
50148,778,1224,3,877931909
7914,901,1369,3,886046417
85184,235,1549,4,880714374
64122,91,1408,4,892287330
27021,579,1583,5,892609794
23696,721,1264,4,891577502
8712,618,1675,2,876314050
26593,496,1280,3,888208730
25093,738,1118,4,880330687
38131,785,1672,4,891803586
56417,345,818,3,887842049
61835,273,397,2,884081907
49688,684,1265,2,881222507
14337,724,1599,4,875345725
65256,64,882,4,887201073
61588,289,1277,3,880361704
68195,429,1586,4,883723233
61924,301,1679,3,884521086
47388,350,1185,4,891737848
81122,160,249,5,891573293
6334,940,1629,3,883696118
61265,799,644,2,884481762
28429,899,568,3,877505124
42013,707,1062,4,889274338
46211,499,1358,4,883714993
36807,563,1546,4,880509299
23034,751,1277,4,879940337
52870,993,1029,5,891719898
56889,133,1489,3,880446654
33231,412,1557,5,890383854
514,756,1480,2,880973434
15039,754,910,3,885291575
63404,174,1309,4,886059024
4819,653,1532,5,882021968
23091,903,1568,5,884606863
25180,657,1471,4,876775510
68563,153,1579,3,879143693
33117,766,1296,4,892702000
60837,285,485,1,876330932
71210,87,1398,4,881162467
83401,84,1676,2,881211589
39273,496,1390,4,888199443
65306,293,580,4,880429144
22952,511,1243,3,891817424
25337,492,1477,4,884135531
5262,723,952,3,879912049
11484,692,1609,4,888105706
40847,418,1579,3,883329303
47491,865,1373,4,880225745
73181,189,1385,4,886745749
29442,599,1335,4,891401667
43224,282,944,5,883717554
82188,79,1174,4,885042100
70876,979,1081,2,875319586
65869,82,1281,3,892355792
27398,900,820,1,891743430
78286,745,1481,5,883584714
39279,486,1672,5,875679362
82209,212,1277,5,881236405
59368,992,1689,3,879730403
74665,811,1189,4,893633519
60926,196,1189,4,879810962
60195,671,1398,5,892023361
45930,371,1277,5,880485503
34268,586,1440,3,885367363
43808,917,836,4,884322758
12553,909,1387,4,891806148
51746,259,1662,2,891824002
29030,467,1442,4,884375538
65501,974,1429,3,891716240
55127,233,1559,4,891831040
11869,720,532,5,892070714
55525,469,1441,1,887416959
48377,688,1043,5,892066655
67562,218,309,4,891868236
77966,111,1615,3,880550146
26893,550,1068,5,882764084
46827,335,1343,4,884662149
29249,447,1273,5,880316678
40468,655,1696,4,885361789
10602,646,771,4,891585066
11953,724,770,2,875155342
36351,408,1532,5,883323995
30048,476,1203,2,885005637
4196,708,1357,2,881471648
76160,675,1189,4,891846217
10819,682,1637,3,884865102
50443,249,1615,3,889665937
75324,956,1177,4,878716954
59826,130,1097,5,875418893
62696,295,1015,5,883795360
52686,613,1667,3,886851268
29788,482,1693,3,877191367
8046,656,1505,5,885268941
38784,841,1374,3,880853515
53280,250,1400,3,879814183
84548,816,1488,4,890277788
34743,575,1064,4,879106766
74342,253,1005,2,889101281
3718,993,1268,4,891721001
12975,637,1195,3,891863408
55646,154,1664,2,884318835
10065,885,1225,5,881538422
53085,247,1216,5,891769927
9826,611,1210,3,880359251
45113,494,1277,5,875243020
70726,236,1583,5,876613161
17509,670,1582,5,876912752
38877,602,1268,3,876086840
43303,544,1647,4,881743454
81393,84,1481,3,881213925
37015,414,1490,4,884427197
37367,756,1003,4,880975505
13872,702,1497,3,884551136
31468,611,937,1,880284373
73647,620,1603,3,885846441
38504,395,1463,3,879792831
8735,669,995,2,877564343
18780,583,1524,5,880015061
40607,564,1605,4,888138207
22998,707,1450,3,889273032
47940,358,1297,4,886822982
1436,699,1689,4,882444461
42787,439,597,4,886175461
9750,608,557,4,891406328
2056,918,1425,2,885082295
17252,822,1661,2,883195815
21353,549,1243,2,879381060
45215,413,1009,4,893239201
12773,649,1408,4,879849720
76423,358,476,4,886500309
25997,870,1293,2,876619558
36747,991,1298,4,887327513
83565,152,1297,4,887411436
69958,289,1520,4,876647229
71682,855,1072,2,875639102
9804,720,1505,3,892068473
7665,613,1253,4,886849857
25871,766,1154,1,891596021
42059,316,1482,1,878601131
24052,495,1646,3,889702237
25409,908,1636,4,876021689
30724,476,1410,2,884691695
83818,194,1216,4,882755543
26494,987,851,1,882766003
56701,423,1393,3,890457734
84717,453,1379,4,891650902
36525,595,1164,1,885917916
11116,951,926,2,888435698
63050,177,1528,5,878805759
24437,982,993,3,880499620
36629,408,1167,4,882976997
26325,799,476,2,884509061
35783,550,1398,5,882583787
23892,496,1283,3,888209347
80947,336,1463,2,876893172
76122,872,1169,4,880334855
54345,227,225,4,888907197
57857,620,1139,2,885847689
29521,958,1463,4,881474052
17611,563,1650,5,881369128
62550,139,1425,5,881642782
18469,653,1297,5,882022556
23816,986,1604,4,891249603
32276,463,1499,3,886400001
69626,340,1297,3,891725541
330,842,1699,4,880500613
46248,504,640,1,876439413
15432,855,1399,4,877711122
67331,195,1672,3,882066413
59155,115,389,2,886082752
8875,631,1429,5,889796812
13672,583,958,2,880014701
12627,777,1406,4,891917029
42952,514,1225,4,880242753
8233,799,844,3,884508879
41468,550,1426,4,882837797
53663,212,1399,2,881236025
40175,434,1027,4,882017945
47125,345,1380,5,888842626
32233,551,1582,1,880327743
81472,350,1103,3,891749988
24539,575,1373,4,890714829
5963,626,1344,3,881306046
77208,167,1376,3,875403657
83806,542,1603,1,886766101
74304,916,1600,4,883820325
49697,379,1228,3,881106632
54418,766,1481,2,892704457
41877,946,1600,5,881299765
9643,674,1255,4,880245583
80646,995,1500,2,876088887
5470,672,1257,4,885416405
41980,958,1636,5,881474881
40907,477,756,4,884070494
44276,316,1463,5,876179328
36569,358,1442,3,885970035
85569,81,1405,3,875657340
31875,486,1642,4,875830859
35824,394,954,5,881293564
43301,948,1593,4,883290710
45815,334,1109,2,880681774
40605,571,1173,5,882755927
62881,111,1571,5,880545436
40804,458,1591,4,886900586
15542,848,1217,5,882842605
32820,930,1601,4,884435392
25694,476,1290,2,885200912
56380,149,1528,5,876099737
23513,517,1450,3,879321007
45515,778,634,1,881428605
7839,776,1423,3,888471982
42478,398,952,3,889006330
69731,253,1614,5,889007128
40322,375,1116,3,892004170
19549,628,1515,5,877237615
33347,697,1436,3,879834384
2793,732,890,2,876112558
18395,695,1604,3,886692342
67756,293,953,3,886656070
3428,908,1658,4,876021834
72957,377,1685,4,891400545
